setPosition_13576c	setPosition	13576c	6
setTextCentered_135910	setTextCentered	135910	6
OnTouchBegin_135a54	OnTouchBegin	135a54	30
_ScrollTouchBox_1355d8	~ScrollTouchBox	1355d8	34
OnTouchMove_135a72	OnTouchMove	135a72	36
getRelativeScrollStartPos_135918	getRelativeScrollStartPos	135918	42
touchIsInside_135a22	touchIsInside	135a22	50
OnTouchEnd_135a98	OnTouchEnd	135a98	58
ScrollTouchBox_135598	ScrollTouchBox	135598	60
setText_13570c	setText	13570c	74
getRelativeScrollHeight_135948	getRelativeScrollHeight	135948	76
update_135998	update	135998	138
setText_135600	setText	135600	236
draw_135778	draw	135778	388
